chain_symbol,expiration_date,strike_price,option_type,side,order_created_at,direction,order_quantity,order_type,opening_strategy,closing_strategy,price,processed_quantity
VZ,2021-04-30,58.0000,call,sell,2021-04-22T18:55:51.149604Z,credit,1.00000,limit,short_call,,0.23000000,1.00000
PINS,2021-04-30,69.5000,put,sell,2021-04-22T16:56:01.885971Z,credit,1.00000,limit,short_put,,3.10000000,1.00000
PINS,2021-04-23,69.5000,put,buy,2021-04-22T16:55:23.682236Z,debit,1.00000,limit,,short_put,0.22000000,1.00000
RKT,2021-04-30,21.5000,put,sell,2021-04-22T14:00:16.203083Z,credit,2.00000,limit,short_put,,0.41000000,2.00000
RKT,2021-04-23,21.8900,put,buy,2021-04-22T13:47:00.039402Z,debit,2.00000,limit,,short_put,0.20000000,2.00000
KO,2021-04-23,54.0000,call,buy,2021-04-21T15:08:55.153372Z,debit,1.00000,limit,,short_call,0.58000000,1.00000
RKT,2021-04-23,21.8900,call,sell,2021-04-21T13:40:02.750080Z,credit,1.00000,limit,short_call,,0.14000000,1.00000
RKT,2021-04-23,22.8900,call,buy,2021-04-21T13:39:16.087655Z,debit,1.00000,limit,,short_call,0.05000000,1.00000
CRSR,2021-05-21,35.0000,call,sell,2021-04-20T16:26:45.773814Z,credit,1.00000,limit,short_call,,0.90000000,1.00000
CRSR,2021-05-21,35.0000,call,buy,2021-04-20T16:25:54.465466Z,debit,1.00000,limit,,short_call,0.87000000,1.00000
PLTR,2021-04-30,25.0000,call,sell,2021-04-20T13:52:18.302773Z,credit,1.00000,limit,short_call,,0.20000000,1.00000
PLTR,2021-04-23,25.0000,call,buy,2021-04-20T13:51:44.259787Z,debit,1.00000,limit,,short_call,0.05000000,1.00000
PINS,2021-04-23,69.5000,put,sell,2021-04-19T13:48:10.273840Z,credit,1.00000,limit,short_put,,0.72000000,1.00000
PLTR,2021-04-23,24.0000,call,sell,2021-04-19T13:43:27.615299Z,credit,1.00000,limit,short_call,,0.15000000,1.00000
PLTR,2021-04-23,30.0000,call,buy,2021-04-19T13:42:48.494377Z,debit,1.00000,limit,,short_call,0.03000000,1.00000
RKT,2021-04-23,22.8900,call,sell,2021-04-19T13:41:59.070806Z,credit,1.00000,limit,short_call,,0.22000000,1.00000
RKT,2021-04-23,21.8900,call,sell,2021-04-19T13:41:44.889577Z,credit,1.00000,limit,short_call,,0.52000000,1.00000
PLTR,2021-04-23,25.0000,call,sell,2021-04-16T14:36:59.524869Z,credit,1.00000,limit,short_call,,0.21000000,1.00000
CRSR,2021-05-21,35.0000,call,sell,2021-04-16T14:08:43.670516Z,credit,1.00000,limit,short_call,,1.60000000,1.00000
CRSR,2021-05-21,40.0000,call,buy,2021-04-16T14:07:36.158881Z,debit,1.00000,limit,,short_call,0.44000000,1.00000
RKT,2021-04-23,21.8900,put,sell,2021-04-15T17:37:58.866472Z,credit,2.00000,limit,short_put,,0.40000000,2.00000
PLTR,2021-04-16,27.0000,call,buy,2021-04-15T14:11:21.786991Z,debit,1.00000,limit,,short_call,0.03000000,1.00000
RKT,2021-04-16,21.8900,put,buy,2021-04-15T14:04:59.854261Z,debit,2.00000,limit,,short_put,0.07000000,2.00000
KO,2021-04-23,54.0000,call,sell,2021-04-14T16:49:52.001466Z,credit,1.00000,limit,short_call,,0.39000000,1.00000
PLTR,2021-04-23,30.0000,call,sell,2021-04-14T15:58:16.691093Z,credit,1.00000,limit,short_call,,0.18000000,1.00000
KO,2021-04-16,54.0000,call,buy,2021-04-14T15:15:51.459136Z,debit,1.00000,limit,,short_call,0.02000000,1.00000
RKT,2021-04-16,22.8900,call,sell,2021-04-14T15:14:08.015625Z,credit,1.00000,limit,short_call,,0.24000000,1.00000
NNDM,2021-04-16,7.5000,put,buy,2021-04-14T14:02:39.712130Z,debit,2.00000,limit,,short_put,0.06000000,2.00000
NNDM,2021-04-16,7.5000,put,buy,2021-04-13T14:55:33.062929Z,debit,1.00000,limit,,short_put,0.24000000,1.00000
NNDM,2021-04-16,7.5000,put,sell,2021-04-13T14:54:52.402764Z,credit,2.00000,limit,short_put,,0.23000000,2.00000
RKT,2021-04-16,21.8900,put,sell,2021-04-12T13:30:49.042220Z,credit,1.00000,limit,short_put,,0.32000000,1.00000
PLTR,2021-04-16,23.0000,put,buy,2021-04-09T16:24:25.579573Z,debit,1.00000,limit,,short_put,0.39000000,1.00000
PLTR,2021-04-16,23.0000,put,sell,2021-04-09T15:02:03.154655Z,credit,1.00000,limit,short_put,,0.49000000,1.00000
RKT,2021-04-16,22.5000,call,sell,2021-04-09T15:01:09.944243Z,credit,1.00000,limit,short_call,,0.61000000,1.00000
RKT,2021-04-09,21.8900,put,buy,2021-04-09T13:45:19.849365Z,debit,2.00000,limit,,short_put,0.03000000,2.00000
KO,2021-04-16,54.0000,call,sell,2021-04-08T19:27:56.645351Z,credit,1.00000,limit,short_call,,0.14000000,1.00000
AAPL,2021-04-16,129.0000,call,sell,2021-04-08T17:27:34.062587Z,credit,1.00000,limit,short_call,,2.38000000,1.00000
AAPL,2021-04-09,128.0000,call,buy,2021-04-08T17:26:30.834749Z,debit,1.00000,limit,,short_call,2.13000000,1.00000
KO,2021-04-09,54.0000,call,buy,2021-04-08T16:05:46.581498Z,debit,1.00000,limit,,short_call,0.02000000,1.00000
PLTR,2021-04-16,26.0000,call,buy,2021-04-08T15:10:29.073454Z,debit,1.00000,limit,,short_call,0.20000000,1.00000
PLTR,2021-04-16,27.0000,call,sell,2021-04-08T14:53:05.145898Z,credit,1.00000,limit,short_call,,0.12000000,1.00000
CRSR,2021-05-21,40.0000,call,sell,2021-04-07T14:40:37.076714Z,credit,1.00000,limit,short_call,,1.14000000,1.00000
PLTR,2021-04-09,26.0000,call,buy,2021-04-07T13:40:22.615595Z,debit,1.00000,limit,,short_call,0.04000000,1.00000
CRSR,2021-04-16,40.0000,call,buy,2021-04-07T13:36:27.104822Z,debit,1.00000,limit,,short_call,0.10000000,1.00000
GOLD,2021-04-09,20.5000,call,buy,2021-04-07T13:34:36.595136Z,debit,1.00000,limit,,short_call,0.37000000,1.00000
AAPL,2021-04-09,128.0000,call,sell,2021-04-06T19:41:10.611741Z,credit,1.00000,limit,short_call,,0.42000000,1.00000
TTCF,2021-04-16,17.5000,put,buy,2021-04-06T19:37:50.403898Z,debit,1.00000,limit,,short_put,0.15000000,1.00000
RKT,2021-04-16,21.8900,put,sell,2021-04-06T17:55:50.863506Z,credit,1.00000,limit,short_put,,0.53000000,1.00000
EXPI,2021-04-16,35.0000,put,buy,2021-04-06T17:46:21.912968Z,debit,1.00000,limit,,short_put,0.45000000,1.00000
PLTR,2021-04-16,26.0000,call,sell,2021-04-06T17:38:40.491711Z,credit,1.00000,limit,short_call,,0.27000000,1.00000
PLTR,2021-04-09,27.0000,call,buy,2021-04-06T17:38:14.565405Z,debit,1.00000,limit,,short_call,0.03000000,1.00000
SFT,2021-04-16,7.5000,put,buy,2021-04-05T18:10:49.666502Z,debit,1.00000,limit,,short_put,0.15000000,1.00000
SWN,2021-04-09,4.5000,put,buy,2021-04-05T14:36:51.929771Z,debit,1.00000,limit,,short_put,0.03000000,1.00000
RKT,2021-04-09,21.8900,put,sell,2021-04-01T16:20:16.057949Z,credit,1.00000,limit,short_put,,0.34000000,1.00000
RKT,2021-04-01,22.8900,put,buy,2021-04-01T15:43:46.294520Z,debit,1.00000,limit,,short_put,0.10000000,1.00000
RKT,2021-04-01,22.8900,put,sell,2021-04-01T13:58:39.295545Z,credit,1.00000,limit,short_put,,0.20000000,1.00000
SWN,2021-04-09,4.5000,put,buy,2021-04-01T13:57:49.907288Z,debit,1.00000,limit,,short_put,0.09000000,1.00000
RKT,2021-04-09,21.8900,put,sell,2021-03-31T18:55:57.004199Z,credit,1.00000,limit,short_put,,0.39000000,1.00000
NIO,2021-04-01,35.0000,put,buy,2021-03-31T18:32:13.687389Z,debit,1.00000,limit,,short_put,0.11000000,1.00000
PLTR,2021-04-09,27.0000,call,sell,2021-03-31T17:59:15.141277Z,credit,1.00000,limit,short_call,,0.10000000,1.00000
PLTR,2021-04-09,26.0000,call,sell,2021-03-31T14:35:53.266326Z,credit,1.00000,limit,short_call,,0.13000000,1.00000
KO,2021-04-09,54.0000,call,sell,2021-03-31T13:52:53.791347Z,credit,1.00000,limit,short_call,,0.15000000,1.00000
CLOV,2021-05-21,10.0000,call,sell,2021-03-31T13:40:17.457798Z,credit,1.00000,limit,short_call,,0.30000000,1.00000
PLTR,2021-04-09,25.0000,call,buy,2021-03-31T13:36:41.696798Z,debit,1.00000,limit,,short_call,0.19000000,1.00000
KO,2021-04-01,54.0000,call,buy,2021-03-31T13:33:01.429229Z,debit,1.00000,limit,,short_call,0.02000000,1.00000
PLTR,2021-04-09,24.5000,call,buy,2021-03-30T19:08:45.697546Z,debit,1.00000,limit,,short_call,0.16000000,1.00000
